Part No.;Type;Manufacture;Terrestrial;Flight;TID-Co60;TID-ELDRS;TID-Protons;TID-Electrons;SEU;SET;SEFI;SEL;SEB;SEGR;Dose Rate;DD-Protons;DD-Neutrons;Facilities;Standard;Environment;Shielding
TPS22921;Load Switch;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
K9F8G08UXM;Flash Memory;Samsung;Y;;;;;;;;;H;;;;;;;;;
M25P16-VMP6G;Flash Memory;Micron;Y;;;;;;;;;H;;;;;;;;;
93AA86B;EEPROM;Microchip Technologies;Y;;;;;;;;;H;;;;;;;;;
DS2M-08GI81AW1STB0 5;microSDCard;InnoDisk;Y;;;;;;;;;H;;;;;;;;;
AD8219;Current Sense Amplifier;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
MAX9938;Current Sense Amplifier;Maxim;Y;;;;;;;;;H;;;;;;;;;
RH1056;Operational Amplifier;Linear Technology;Y;;;;;;;H;;;H;H;;;;;;;
MAX44284;Current Sense Amplifier;Maxim;Y;;;;;;;;;;H;H;;;;;;;
AD8552;Operational Amplifier;Analog Devices;Y;;;;;;;;;;H;H;;;;;;;
STW65N80K5;Power MOSFET;ST Microelectronics;Y;;;;;;;;;;H;H;;;;;;;
FCH060N80;Power MOSFET;Fairchild Semicinductor;Y;;;;;;;;;;H;H;;;;;;;
IXFK66N85X;Power MOSFET;IXYS;Y;;;;;;;;;;H;H;;;;;;;
SPP17N80C3;Power MOSFET;Infineon;Y;;;;;;;;;;H;H;;;;;;;
FQA11N90_F109;Power MOSFET;Fairchild Semicinductor;Y;;;;;;;;;;H;H;;;;;;;
FCPF290N80;Power MOSFET;Fairchild Semicinductor;Y;;;;;;;;;;H;H;;;;;;;
PSMN0R9-30YLD;MOSFET;NXP Semiconductor;Y;;;;;;;;;;H;H;;;;;;;
ATRF212B;RF Transceiver;Atmel;Y;;;;;;;;;H;;;;;;;;;
RF3858;RF Transceiver;RFMD;Y;;;;;;;;;H;;;;;;;;;
MAX3223;RS-232 Transceiver;Maxim;Y;;;;;;;;;H;;;;;;;;;
ISL32602;RS-422 Transceiver;Intersil;Y;;;;;;;;;H;;;;;;;;;
LTC2872;RS-232 Transceiver;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
AD7306;RS-422 Transceiver;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
UT200SpWPHY01;Spacewire Transceiver;Aeroflex;Y;;;;;;;H;H;H;;;;;;;;;
RH119;Analog Comparator;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
ISL21080;Voltage Reference;Intersil;Y;;;;;;;;;H;;;;;;;;;
RH3845;Switching Regulator;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
MSK5920-1.5V;Voltage Regulator;MS Kennedy;Y;;;;;;;;H;;;;;;;;;;
EN6347QI;PWM Controller;Altera;Y;;;;;;;;;H;;;;;;;;;
TPS54821;Switching Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
TPS767D318;Low Dropout Voltage Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
ISL78845;PWM Controller;Intersil;Y;;;;;;;;;H;;;;;;;;;
PM8841-0-98WLNSP;Power SOC;Qualcomm;Y;;;;;;;;;H;;;;;;;;;
PM8941-0-229WLNSP;Power SOC;Qualcomm;Y;;;;;;;;;H;;;;;;;;;
TPS53315;Switching Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
FAN48630UC315X;Switching Regulator;Fairchild Semicinductor;Y;;;;;;;;;H;;;;;;;;;
LT8612;Switching Regulator;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LP5900;Voltage Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
TPS62130;Switching Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
LMZ14203;Switching Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
LTM4601;Switching Regulator;Linear Technology;Y;;;;;;;;;H;H;H;;;;;;;
LTM4634;Switching Regulator;Linear Technology;Y;;;;;;;;;H;H;H;;;;;;;
LTC3869;Switching Regulator;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
TPS51200DRC;Termination Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
LTC3428;Switching Regulator;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC3708;Switching Regulator;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
MAX913;Voltage Comparator;Maxim;Y;;;Y;;;;;;;;;;;;;;;
MAX909ESA;Voltage Comparator;Maxim;Y;;Y;;;;;;;;;;;;;;;;
CMP01;Voltage Comparator;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
AD790;Voltage Comparator;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
AD8465;Voltage Comparator;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
LM111;Voltage Comparator;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
LM111;Voltage Comparator;Various;Y;;Y;Y;;;;;;;;;;;;;;;
RH1011MW;Voltage Comparator;Linear Technology;Y;;;Y;;;;;;;;;;;;;;;
MAX962E;Voltage Comparator;Maxim;Y;;Y;Y;;;;;;;;;;;;;;;
MAX997;Voltage Comparator;Maxim;Y;;Y;;;;;;;;;;;;;;;;
MAX9202;Voltage Comparator;Maxim;Y;;Y;;;;;;;;;;;;;;;;
MAX973E;Voltage Comparator;Maxim;Y;;Y;;;;;;;;;;;;;;;;
LM111;Voltage Comparator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
RH119W;Voltage Comparator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM193RLQMLV;Voltage Comparator;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
MAX505A;8 bit DAC;Maxim;Y;;Y;;;;;;;;;;;;;;;;
LM139;Voltage Comparator;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
PM139;Voltage Comparator;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
HS9-139RH;Voltage Comparator;Intersil;Y;;Y;Y;;;;;;;;;;;;;;;
RHD5912;Voltage Comparator;Cobham;Y;;Y;;;;;;;;;;;;;;;;
AD564;Operational Amplifier;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
PA02;Operational Amplifier;Apex;Y;;;Y;;;;;;;;;;;;;;;
LTC6268-10;Operational Amplifier;Linear Technology;Y;;;Y;;;;;;;;;;;;;;;
2N2907AUB;PNP BJT;Microsemi;Y;;;Y;;;;;;;;;;;;;;;
JANTXV2N2222AUB;NPN BJT;Microsemi;Y;;;Y;;;;;;;;;;;;;;;
JANTXV2N5115;JFET;Solitron;Y;;;Y;;;;;;;;;;;;;;;
MT29F128G08AJAAAWP;128 Gb NAND Flash;Micron;Y;;Y;;;;;;;;;;;;;;;;
MB85AS4MT;4Mb ReRAM;Fujitsu;Y;;Y;;;;;;;;;;;;;;;;
AD2S80;Resolver to Digital Converter;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
UC1823A;PWM Controller;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
SW15-802;Optocoupler;Southwest Research Institute;Y;;Y;;;;;;;;;;;Y;;;;;
AD9364;Transceiver;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
RH1013MH;Operational Amplifier;Linear Technology;Y;;;Y;;;;;;;;;;;;;;;
RH1013MJ8;Operational Amplifier;Linear Technology;Y;;;Y;;;;;;;;;;;;;;;
RH1078MH;Operational Amplifier;Linear Technology;Y;;;Y;;;;;;;;;;;;;;;
RH1078W;Operational Amplifier;Linear Technology;Y;;;Y;;;;;;;;;;;;;;;
RHF43B;Operational Amplifier;ST Microelectronics;Y;;;Y;;;;;;;;;;;;;;;
2N2222;NPN BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N2222AJSR;NPN BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N3811JS;PNP BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N2907;PNP BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N2369;NPN BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N3700JV;NPN BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N3700UBJV;NPN BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N5153;PNP BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N5154;PNP BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
LM136AH2.5QMLV;Voltage Reference;National Semiconductor;Y;;;Y;;;;;;;;;;;;;;;
LM317LTTR;Voltage Regulator;Texas Instruments;Y;;;Y;;;;;;;;;;;;;;;
LT1009IDR;Voltage Reference;Texas Instruments;Y;;;Y;;;;;;;;;;;;;;;
RHFL4913ESY332;Voltage Regulator;ST Microelectronics;Y;;;Y;;;;;;;;;;;;;;;
RHFL4913KP332;Voltage Regulator;ST Microelectronics;Y;;;Y;;;;;;;;;;;;;;;
TL750M05CKTRR;Low Dropout Voltage Regulator;Texas Instruments;Y;;;Y;;;;;;;;;;;;;;;
LM139AWRQMLV;Voltage Comparator;National Semiconductor;Y;;;Y;;;;;;;;;;;;;;;
53111;Optocoupler;Micropac;Y;;;;;;;;;;;;;Y;;;;;
OPB848;Optocoupler;Optek;Y;;;;;;;;;;;;;Y;;;;;
IRHLF87Y20;Power MOSFET;International Rectifier;Y;;;;;;;;;;H;H;;;;;;;
Si7414DN;Power MOSFET;Vishay;Y;;;Y;;;;;;;H;;;;;;;;
SQJ431EP;Power MOSFET;Vishay;Y;;;;;;;;;;H;;;;;;;;
SMHF2812D;DC-DC Converter;Interpoint;Y;;;;;;;;;H;H;;;;;;;;
CPM2-1200-0025B;Power MOSFET;CREE/Wolfspeed;Y;;;;;;;;;;H;;;;;;;;
Engineering Sample;Power MOSFET;GE;Y;;;;;;;;;;H;;;;;;;;
IMMX64M64D3DUS8E1;DDR3 DRAM;Intelligent Memory;Y;;;;;;;H;H;H;;;;;;;;;
IMME128M64D3DUS8A;DDR3 DRAM;Intelligent Memory;Y;;;;;;;H;H;H;;;;;;;;;
LTC6268-10;Operational Amplifier;Linear Technology;Y;;;;;;;H;;H;;;;;;;;;
LTC6103;Current Sense Amplifier;Linear Technology;Y;;;;;;;H;;H;;;;;;;;;
JANTX1N6843CCU3;Schottky Diode;Microsemi;Y;;;;;;;;;;H;;;;;;;;
JANS1N6843CCU3;Schottky Diode;International Rectifier;Y;;;;;;;;;;H;;;;;;;;
SBRT10U60D1;Super Barrier Diode;Diodes Inc.;Y;;;;;;;;;;H;;;;;;;;
SBR1045D1;Super Barrier Diode;Diodes Inc.;Y;;;;;;;;;;H;;;;;;;;
SBR160S23;Super Barrier Diode;Diodes Inc.;Y;;;;;;;;;;H;;;;;;;;
BZX84-A75;Zener Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
BZX84C75;Zener Diode;ON Semi;Y;;;;;;;;;;H;;;;;;;;
HSMP-3810;PIN Diode;Broadcom;Y;;;;;;;;;;H;;;;;;;;
HSMP-3810;Diode;Diodes Inc.;Y;;;;;;;;;;H;;;;;;;;
ADV212;Video Codec;Analog Devices;Y;;;;;;;;H;H;;;;;;;;;
KSW-2-46+;RF Switch;Mini-Circuits;Y;;;;;;;H;;;;;;;;;;;
AD8138;Operational Amplifier;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
AD9364;RF Transceiver;Analog Devices;;;;;;;;;H;H;;;;;;;;;
4011BEDIE2HR;Logic;ST Microelectronics;Y;;;;;;;H;;;;;;;;;;;
74HC02;Logic;Fairchild Semicinductor;Y;;;;;;;H;;;;;;;;;;;
RIC7113A4SCS;MOSFET Driver;International Rectifier;Y;;;;;;;H;;;;;;;;;;;
74AC00;Logic;Fairchild Semicinductor;Y;;;;;;;H;;;;;;;;;;;
HCPL-523K #300;Optocoupler;Avago Technologies;Y;;;;;;;H;;;;;;;;;;;
OLH249;Optocoupler;Isolink;Y;;;;;;;H;;;;;;;;;;;
RH6105;Current Sense Amplifier;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
XCF128XFTG64C;Flash ROM;Xilinx;Y;;;;;;;;;;;H;;;;;;;
SN54AHC244W;Logic;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
SI7415DN-T1-GE3;Power MOSFET;Vishay;Y;;;;;;;;;;H;;;;;;;;
DS2411R+T&R;SCSI terminator;Maxim;Y;;;;;;;;;H;;;;;;;;;
ASDMPC10.000MHZRT-;Oscillator;Abracon;Y;;;;;;;;;H;;;;;;;;;
FDMC86139;Power MOSFET;Fairchild Semicinductor;Y;;;;;;;;;;H;;;;;;;;
TLV70133;Voltage Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
TPS22929;Load Switch;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
CB3LV;Oscillator;CTS;Y;;;;;;;;;H;;;;;;;;;
TPS73601;Voltage Regulator;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
;NAND Flash;;Y;;;;;;;;;H;;;;;;;;;
DP83640;Transceiver;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
OPA2209;Operational Amplifier;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
LM4040;Voltage Reference;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
LT3092;Current Source;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
FRO15L3EZ;Polarity Protection;ON Semi;Y;;;;;;;;;H;;;;;;;;;
TPS62142;Temperature Sensor;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
TPS73601;Remote Power Regualtor;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
KSZ8895;Ethernet Switch;Microchip;Y;;;;;;;;;H;;;;;;;;;
NVH0505;DC/DC converter;HVM Tech;Y;;;;;;;;;H;;;;;;;;;
AGLN250V2-VQG100;Flash FPGA;Microsemi;Y;;;;;;;;H;;;;;;;;;;
LAN8710A-EZC;Ethernet PHY;Microchip;Y;;;;;;;;H;H;;;;;;;;;
MAX6692;Temperature Sensor;Maxim;Y;;;;;;;;;H;;;;;;;;;
LTM4644IY;Switching Regulator;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
TPS54295RSAT;Switching Regulator;Texas Instruments;Y;;;;;;;;H;H;;;;;;;;;
LTC3646;Switching Regulator;Linear Technology;Y;;;;;;;;H;H;;;;;;;;;
OMH3040;Hall Effect Sensor;TT Electronics;Y;;;;;;;H;;H;;;;;;;;;
OMH3005S;Hall Effect Sensor;Optek;Y;;;;;;;H;;H;;;;;;;;;
4011BEDIE2HR;Logic;ST Microelectronics;Y;;;;;;;H;;H;;;;;;;;;
74HC02;Logic;Fairchild Semicinductor;Y;;;;;;;H;;H;;;;;;;;;
RIC7113A4SCS;MOSFET Driver;International Rectifier;Y;;;;;;;H;;;;;;;;;;;
JANTXV2N3439UA;NPN BJT;Microsemi;Y;;;;;;;H;;;H;;;;;;;;
OMH3075;Hall Effect Sensor;TT Electronics;Y;;;;;;;H;;H;;;;;;;;;
OMH3075;Hall Effect Sensor;Optek;Y;;;;`;;;H;;H;;;;;;;;;
TPS7A4901DGNT;Low Dropout Voltage Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;Y;;;;
TPS7A3001DGNT;Voltage Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;Y;;;;
AD8029;Operational Amplifier;Analog Devices;Y;;;Y;;;;P;;;;;;;Y;;;;
AD8030;Operational Amplifier;Analog Devices;Y;;;Y;;;;P;;;;;;;Y;;;;
PG103;Programmable Gain Amplifier;Analog Devices;Y;;;Y;;;;P;;;;;;;Y;;;;
AD8676;Operational Amplifier;Analog Devices;Y;;;Y;;;;P;;;;;;;Y;;;;
AD829;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;Y;;;;
AD8000;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;Y;;;;
LMH6552;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;Y;;;;
DS18B20;Temperature Sensor;Dallas Semiconductor;Y;;Y;;;;;;;;;;;;Y;;;;
DS2480B;Protocol Converter;Maxim;Y;;Y;;;;;;;;;;;;;;;;
MASW-007587;GaAs DPDT Switch;Macom;Y;;Y;;;;;;;;;;;;;;;;
MASWSS0144;GaAs DPDT Switch;Macom;Y;;Y;;;;;;;;;;;;;;;;
MC10EL01DG;ECL Logic;ON Semi;Y;;Y;;;;;;;;;;;;;;;;
MC10ELT24DG;ECL Logic;ON Semi;Y;;Y;;;;;;;;;;;;;;;;
KTY84;Temperature Sensor;Seimens/NXP;Y;;Y;;;;;;;;;;;;;;;;
BSS316N;Power MOSFET;Infineon;Y;;Y;;;;;;;;;;;;;;;;
MGSF1N02LT1;Power MOSFET;ON Semi;Y;;Y;;;;;;;;;;;;;;;;
DMN601K;Power MOSFET;Diodes Inc.;Y;;Y;;;;;;;;;;;;;;;;
BSS670S2L;Power MOSFET;Infineon;Y;;Y;;;;;;;;;;;;;;;;
2N7002BK;Power MOSFET;NXP Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
BST82;Power MOSFET;NXP Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
;Test Facility;;Y;;;;;;;;;;;;;;;Y;;;
;Heavy Ion Test Facility;LBNL;Y;;;;;;;;;;;;;;;Y;;;
;Heavy Ion Test Facility;BASE;Y;;;;;;;;;;;;;;;;;;
Custom;12 bit ADC;;Y;;;;;;;H;;H;;;;;;;;;
4558;Analog Processor/ADC;Northop Grumann;Y;;Y;;;;;;;;;;;;;;;;
1257/1258;ADC/DAC;Maxim;Y;;Y;;;;;;;;;;;;;;;;
LTC2378-20;20 bit ADC;Linear Technology;Y;;Y;;;;;;;;;;;;;;;;
K9FAG08U0M;16Gb NAND Flash;Samsung;Y;;Y;;;;;;;;;;;;;;;;
MB85RS64V;64 kb FRAM;Fujitsu;Y;;Y;;;;;;;;;;;;;;;;
MB85RS1MT;1Mb FRAM;Fujitsu;Y;;Y;;;;;;;;;;;;;;;;
MB85RC256V;256 kb FRAM;Fujitsu;Y;;Y;;;;;;;;;;;;;;;;
FM24V10;1Mb FRAM;Cypress;Y;;Y;;;;;;;;;;;;;;;;
CY15B104Q;4Mb FRAM;Cypress;Y;;Y;;;;;;;;;;;;;;;;
MR4A16B;16Mb MRAM;Everspin;Y;;Y;;;;;;;;;;;;;;;;
RM24EP32;32kb CBRAM;Adesto;Y;;Y;;;;;;;;;;;;;;;;
NP8P128A13TSM60E;12Mb NOR Flash;Micron;Y;;Y;;;;;;;;;;;;;;;;
CY14B101I;1Mb SONOS;Cypress;Y;;Y;;;;;;;;;;;;;;;;
MN101LR04;Microcontroller 64kb ReRAM;Panasonic;Y;;Y;;;;;;;;;;;;;;;;
MSP430FR5969;Microcontroller 64kb FRAM;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM158AJRLQMLV;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM158AHRLQMLV;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM158AWGRLQMLV;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM158A MDE;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LMH5401-SP;Differential Amplifier;Texas Instruments;Y;;Y;Y;;;;H;;H;;;;;;;;;
OPA4277-SP;Operational Amplifier;Texas Instruments;Y;;Y;Y;;;;H;;H;;;;;;;;;
CDCLVP111-SP;Clock Distributor;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
UT01VS33D;Voltage Supervisor;Cobham;Y;;Y;;;;;H;;H;;;;Y;;;;;
KD-5100;Postion Sensor;Kaman;Y;;;;Y;;;;;;;;;Y;;;;;
;SiC Power MOSFET;;Y;;Y;;;;;;;;H;;;;;;;;
ISL70023SEH;GaN Power Transistor;Intersil;Y;;;;;;;;;;;;;;Y;;;;
ISL70024SEH;GaN Power Transostor;Intersil;Y;;;;;;;;;;;;;;Y;;;;
ISL70023SEH;GaN Power Transistor;Intersil;Y;;Y;Y;;;;H;;;H;;;;;;;;
ISL70024SEH;GaN Power Transostor;Intersil;Y;;Y;Y;;;;H;;;H;;;;;;;;
ISL70444SEH;Operational Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70244SEH;Operational Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70219ASEH;Operational Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70227SxH;Operational Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70417SEH;Operational Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70419SEH;Operational Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70517SEH;Operational Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70617SEH;Instrumentation Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL70227SxH;Instrumentation Amplifier;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL71590SEH;Temperature Sensor;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL71090x;Voltage Reference;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL71091x;Voltage Reference;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
ISL72813SEH;32 Channel High Curretn Driver;Intersil;Y;;Y;Y;;;;H;;;;;;Y;;;;;
CGH40120F;GaN HEMT RF;Cree;Y;;;;;;;;;;;;;Y;;;;;
RF3934;GaN HEMT RF;RFMD;Y;;;;;;;;;;;;;Y;;;;;
2G4005528;GaN HEMT RF;Triquint;Y;;;;;;;;;;;;;Y;;;;;
Si7414DN;Power MOSFET;Vishay;Y;;;;Y;;;;;;H;;;;;;;;
SQS460EN;Power MOSFET;Vishay;Y;;;;Y;;;;;;H;;;;;;;;
SQJ431EP;Power MOSFET;Vishay;Y;;;;Y;;;;;;H;;;;;;;;
NVTFS5116PL;Power MOSFET;ON Semi;Y;;;;Y;;;;;;H;;;;;;;;
BSS84AKV;Power MOSFET;Nexperia;Y;;;;Y;;;;;;H;;;;;;;;
IRHLF87Y20;Power MOSFET;International Rectifier;Y;;;;Y;;;;;;H;;;;;;;;
2051;Thick film resistor material;Dupont;Y;;;;Y;;;;;;;;;;;;;;
7410;Thick film resistor material;Dupont;Y;;;;Y;;;;;;;;;;;;;;
7499;Thick film resistor material;Dupont;Y;;;;Y;;;;;;;;;;;;;;
STRH100N10;Power MOSFET;ST Microelectronics;Y;;Y;;;Y;;;;;;;;;;;;;
MT29F32G08ABAAAWP;NAND Flash;Micron;Y;;Y;;;Y;;;;;;;;;;;;;
2N2222;NPN BJT;ST Microelectronics;Y;;Y;Y;;Y;;;;;;;;;;;;;
LM124;Operational Amplifier;Texas Instruments;Y;;Y;Y;;Y;;;;;;;;;;;;;
LM4050;Voltage Reference;Texas Instruments;Y;;Y;Y;;Y;;;;;;;;;;;;;
2N2222A;NPN BJT;ON Semi;Y;;Yx-ray;;;;;;;;;;;;;;;;
BC859;PNP BJT;NXP Semiconductor;Y;;Yx-ray;;;;;;;;;;;;;;;;
LM111H;Voltage Comparator;National Semiconductor;Y;;Yx-ray;;;;;;;;;;;;;;;;
2N7002BK;MOSFET;;Y;;Yx-ray;;;;;;;;;;;;;;;;
SN65HVD10;Transceiver;Texas Instruments;Y;;;;;;;H;H;H;;;;;;;;;
SN65HVD11;Transceiver;Texas Instruments;Y;;;;;;;H;H;H;;;;;;;;;
SN65HVD12;Transceiver;Texas Instruments;Y;;;;;;;H;H;H;;;;;;;;;
SN65HVD72;Transceiver;Texas Instruments;Y;;;;;;;H;H;H;;;;;;;;;
SN65HVD251;Transceiver;Texas Instruments;Y;;;;;;;H;H;H;;;;;;;;;
Sample A;ROIC;;Y;;;;;;;H;H;;;;;;;;;;
Sample B;ROIC;;Y;;;;;;;H;H;;;;;;;;;;
dsPIC30F6014A;MicroController;Microchip;Y;;;;;;;;;H;;;;;;;;;
ADV212;Codec;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
;Neutron Test Facility;Zevacor Molecular Inc;;;;;;;;;;;;;;;;Y;;;
MAX79356;Modem;Maxim;Y;;;;;;;;;H;;;;;;;;;
MAX2982;Modem;Maxim;Y;;;;;;;;;H;;;;;;;;;
MAX2981;Transceiver;Maxim;Y;;;;;;;;;H;;;;;;;;;
SIG60;UART;YAMAR Electronics;Y;;;;;;;;;H;;;;;;;;;
AFE031;Transceiver;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
TMS320F2805;Microcontroller;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
AD9361;Transceiver;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
CC3200;Microcontroller;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
NRF52832;Microprocessor;Nordic Semiconductor;Y;;;;;;;;;H;;;;;;;;;
QCA7000;Ethernet PHY;Qualcomm;Y;;;;;;;;;H;;;;;;;;;
XBEE S1D;RF Module;Digi Internaltional;Y;;;;;;;;;H;;;;;;;;;
XBEE S2D;Rf Module;Digi Internaltional;Y;;;;;;;;;H;;;;;;;;;
MT29F128G08AJAA;Flash Memory;Micron;Y;;;;;;;;;;H;;;;;;;;
BAS70-05-7-F;Schottky Diode;Diodes Inc.;Y;;;;;;;;;;H;;;;;;;;
NSR0140P2T5G;Schottky Diode;ON Semi;Y;;;;;;;;;;H;;;;;;;;
1N5711;Schottky Diode;Semicoa;Y;;;;;;;;;;H;;;;;;;;
CMPD2003 TR;Switching Diode;Central Semiconductor;Y;;;;;;;;;;H;;;;;;;;
MMBD1501A;Switching Diode;Fairchild Semicinductor;Y;;;;;;;;;;H;;;;;;;;
BAS21,215;Switching Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
BAS20LT1G;Switching Diode;ON Semi;Y;;;;;;;;;;H;;;;;;;;
BAS21-E3-08;Switching Diode;Vishay;Y;;;;;;;;;;H;;;;;;;;
MMBD914;Switching Diode;Fairchild Semicinductor;Y;;;;;;;;;;H;;;;;;;;
BAS16,215;Switching Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
MMBD914LT1G;Switching Diode;ON Semi;Y;;;;;;;;;;H;;;;;;;;
BAS29,215;Avalanche Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
MA4P7455CK-287T;PIN Diode;M/A COM;Y;;;;;;;;;;H;;;;;;;;
BAP50-05,215;PiN Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
BAR64-05 E6327;RF PiN Diode;Infineon;Y;;;;;;;;;;H;;;;;;;;
BAP64-05,215;RF PiN Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
BAT18,215;RF PiN Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
SMP1307-004LF;RF PiN Diode;Skyworks Solutions Inc.;Y;;;;;;;;;;H;;;;;;;;
BZX84C47-7-F;Zener Diode;Diodes Inc.;Y;;;;;;;;;;H;;;;;;;;
BZX84-B47,215;Zener Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
BZX84-C56,215;Zener Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
BZX84-C68,215;Zener Diode;NXP Semiconductor;Y;;;;;;;;;;H;;;;;;;;
BZX84C56LT1G;Zener Diode;ON Semi;Y;;;;;;;;;;H;;;;;;;;
BZX84C56LT1G;Zener Diode;ON Semi;Y;;;;;;;;;;H;;;;;;;;
BZX84C56-E3-08;Zener Diode;Vishay;Y;;;;;;;;;;H;;;;;;;;
