Part No.,Type,Manufacture,Terrestrial,Flight,TID-Co60,TID-ELDRS,TID-Protons,TID-Electrons,Dose Rate,DD-Protons,DD-Neutrons,Facilities,Standard,Environment,Shielding,SEE
LT1037,Operational Amplifier,Linear Technology,Y,,Y,,,,,,,,,,,[]
54ACTQ14,Hex Inverter,National Semiconductor,Y,,Y,,,,,,,,,,,[]
54ACTQ244,Buffer/Line Driver,National Semiconductor,Y,,Y,,,,,,,,,,,[]
54ACTQ16244,Buffer/Line Driver,National Semiconductor,Y,,Y,,,,,,,,,,,[]
SG1526,PWM Controller,Micro-Semi,Y,,Y,,,,,,,,,,,[]
LP2951,Voltage Regulator,National Semiconductor,Y,,Y,,,,,,,,,,,[]
NAND01GW3BZAN6E,NAND Flash,ST Microelectronics,Y,,Y,,,,,,,,,,,[]
AMD29LV256,256M bit Flash,Advanced Micro Devices,Y,,Y,,,,,,,,,,,[]
K9F4G08U0A,NAND Flash,Samsung,Y,,Y,,,,,,,,,,,[]
TC58FVM7B2ATG-65,128M bit NOR Flash,Toshiba,Y,,Y,,,,,,,,,,,[]
AT22V10,EEPLD,Atmel,Y,,Y,,,,,,,,,,,[]
TL431,Programmable Shunt Regulator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
AD584,Voltage Reference,Analog Devices,Y,,Y,,,,,,,,,,,[]
AD589,Voltage Reference,Analog Devices,Y,,Y,,,,,,,,,,,[]
OMH3075,Hall Effect Sensor,Optek Technology,Y,,Y,,,,,,,,,,,[]
HCPL-6751,Power MOSFET Optocoupler,Agilent Technologies,Y,,,,,,,Y,,,,,,[]
"LX25, Virtex IV",FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H,P']"
XC4VFX60,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
RH137H,Voltage Regulator,Linear Technology,Y,,,,,,,,,,,,,['SET:H']
TPS76710,Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
TPS73601,Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
SAT8605R,Voltage Regulator,SatCon Electronics,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
ACT8601,Voltage Regulator,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
TL431,Programmable Shunt Regulator,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
LMH6702,Operational Amplifier,National Semiconductor,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
RH1499,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
AD549,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
HCPL625K,Optocoupler,Agilent Technologies,Y,,,,,,,,,,,,,['SET:P']
HCPL-6751,Power MOSFET Optocoupler,Agilent Technologies,Y,,,,,,,,,,,,,['SET:P']
SHD85202,Power MOSFET Driver,Sensitron,Y,,,,,,,,,,,,,['SEL:H']
53111,Power MOSFET Optocoupler,Micropac,Y,,,,,,,,,,,,,"['SET:H,P', 'SEL:H', 'SEGR:H']"
MSAFX11P50A,Power MOSFET,Microsemi,Y,,,,,,,,,,,,,['SEGR:H']
OMH3075S,Hall Effect Sensor,Optek Technology,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
TGL4302,Voltage Variable Attenuator MMIC,Triquint,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
2N2222,NPN Bipolar Transistor,Microsemi,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
XC4VFX12,FPGA,Xilinx,Y,,,,,,Y,,,,,,,[]
Prototype,SRAM,,Y,,,,,,,,,,,,,['SEL:N']
MT29F608AAA,4Gbit Flash,Samsung,Y,,Y,,,,,,,,,,,[]
K9F4608UOA,4Gbit Flash,Hynix,Y,,Y,,,,,,,,,,,[]
HY27UF08462M,4Gbit Flash,Micron,Y,,Y,,,,,,,,,,,[]
MR2A16A512KB,4Gbit Flash,Freescale,Y,,Y,,,,,,,,,,,[]
Guide to the Radiation,Effects Data Workshop 2006,,,,,,,,,,,,,,,[]
Test Structure,7HP SiGe HBT Transistor,IBM,Y,,,Y,,,,,,,,,,[]
AD7821,8 bit ADC,Analog Devices,Y,,,Y,,,,,,,,,,[]
AD5334,8 bit DAC,Analog Devices,Y,,,Y,,,,,,,,,,[]
AFL2828SX/CH,DC-DC Converter,International Rectifier,Y,,,Y,,,,,,,,,,[]
SMSA2815S,DC-DC Converter,Interpoint,Y,,,Y,,,,,,,,,,[]
SMSA2815S,DC-DC Converter,Interpoint,Y,,,Y,,,,,,,,,,[]
RM124,Operational Amplifier,National Semiconductor,Y,,,Y,,,,,,,,,,[]
AD713S,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
52AC273,Logic,National Semiconductor,Y,,,Y,,,,,,,,,,[]
HY27UF084G2M,4Gbit Flash,Hynix,Y,,,Y,,,,,,,,,,[]
MT29F4G08AAAWP,4Gbit Flash,Micron,Y,,,Y,,,,,,,,,,[]
K9F4G08U0A,4Gbit Flash,Samsung,Y,,,Y,,,,,,,,,,[]
K9F4G08U0A,4Gbit Flash,Samsung,Y,,,Y,,,,,,,,,,[]
MR2A16ATS35CUOYAN,MRAM,Freescale,Y,,,Y,,,,,,,,,,[]
XC4VFX60,FPGA,Xilinx,Y,,,Y,,,,,,,,,,[]
AD549SH/883,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
MAX997,Voltage Comparator,Maxim,Y,,,Y,,,,,,,,,,[]
SR-ESAPMOS4/RAD,Dosimeter,National Mico Research Centre,Y,,,Y,,,,,,,,,,[]
SA8016,Fractional N Synthersizer,Philips,Y,,,Y,,,,,,,,,,[]
MIC4423,Power MOSFET Driver,Micrel,Y,,,Y,,,,,,,,,,[]
OMH3075S,Hall Effect Sensor,Optek Technologies,Y,,,Y,,,,,,,,,,[]
AD654,Voltage to Frequency Converter,Analog Devices,Y,,,Y,,,,,,,,,,[]
SIDECAR ASIC,ASIC,Teledyne,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
XC4VFX60,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEFI:P', 'SEL:P']"
AFL2828,DC-DC Converter,Interpoint,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
TPS75003,Power Management IC,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
SMSA2815,DC-DC Converter,Interpoint,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
MSK5101,Voltage Regulator,MS Kennedy,Y,,,,,,,,,,,,,['SET:H']
MAX997,Voltage Comparator,Maxim,Y,,,,,,,,,,,,,['SET:H']
LM124,Operational Amplifier,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LMP2012,Operational Amplifier,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM139,Voltage Comparator,Texas Instruments,Y,,,,,,,,,,,,,['SET:H']
LM139,Voltage Comparator,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
K9F4G08U0A,4 Gbit Flash,Samsung,Y,,,,,,,,,,,,,"['SEL:H,P']"
SA8016,Synthesizer,Philips,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
HI-507,Analog Multiplexer,Intersil,Y,,,,,,,,,,,,,['SEL:H']
ADG411,Analog Switch,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
DG202AEUE,Analog Switch,Maxim,Y,,,,,,,,,,,,,['SEL:H']
DG412AK,Analog Switch,Maxim,Y,,,,,,,,,,,,,['SEL:H']
DG413AK,Analog Switch,Maxim,Y,,,,,,,,,,,,,['SEL:H']
ISL43110,Analog Switch,Intersil,Y,,,,,,,,,,,,,['SEL:H']
AD9731,10 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
AD1672,12 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
AD9042,12 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
LTC1409,12 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD9240,14 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
AD9244,14 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
LTC1417,14 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC1419AIG,14 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD977,16 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
ADS7809,16 bit ADC,Burr-Brown,Y,,,,,,,,,,,,,['SEL:H']
LTC1609,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC1609,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC1604,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC1609,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC1864,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD7714,24 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
CPPC7L-BP-1.2TST,Oscillator,Cardinal,Y,,,,,,,,,,,,,['SEL:H']
TCXO-5X7-12.0MHz,Oscillator,Cardinal,Y,,,,,,,,,,,,,['SEL:H']
VPC1-E3F,Oscillator,VITE Technology,Y,,,,,,,,,,,,,['SEL:H']
CD54HCT4046,Phased Locked Loop,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
CDCV885,Phased Locked Loop Clock,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
CY22392,Phased Locked Loop Clock,Cypress,Y,,,,,,,,,,,,,['SEL:H']
X9C503,8 bit DAC,Xicor,Y,,,,,,,,,,,,,['SEL:H']
AD8420,12 bit DAC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
AD7541,12 bit DAC,Harris,Y,,,,,,,,,,,,,['SEL:H']
AD7245A,12 bit DAC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
MAX539,12 bit DAC,Maxim,Y,,,,,,,,,,,,,['SEL:H']
LTC1595,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD768,16 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
LTC1650,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
ADSP-2100,Digital Signal Processor,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
ADSP-BF533,Digital Signal Processor,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
Stratix-II,FPGA,Altera,Y,,,,,,,,,,,,,['SEL:H']
Pro-ASIC Plus,FPGA,Actel,Y,,,,,,,,,,,,,['SEL:H']
UT63M147,1553 Transceiver,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
26CTLV31,Differential Driver,Intersil,Y,,,,,,,,,,,,,['SET:H']
SN55LBC174,Differential Driver,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
26CLV32RH,Differential Receiver,Intersil,Y,,,,,,,,,,,,,['SET:H']
26CT32RH,Differential Receiver,Intersil,Y,,,,,,,,,,,,,['SET:H']
SN55LBC175,Differential Receiver,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
SEN-5588,Power MOSFET Driver,Sensitron,Y,,,,,,,,,,,,,['SEL:H']
LTC1157,Power MOSFET Driver,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
TC4423,Power MOSFET Driver,Microchip,Y,,,,,,,,,,,,,['SEL:H']
NCS7S08,Logic,Fairchild,Y,,,,,,,,,,,,,['SEL:H']
CDCV304,Clock Buffer,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
SN54LVTH244,Octal Buffer,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
X9C503,Digital Potentiometer,Xicor,Y,,,,,,,,,,,,,['SEL:H']
AD7750,Voltage to Frequency Converter,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
LTC1387,RS-232/485 Transceiver,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
ADV7183B,SDTV Video Decoder,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
LTC1772,DC-DC Converter,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
MAX708,uP Supervisory Circuit,Maxim,Y,,,,,,,,,,,,,['SEL:H']
ADuM1404,Digital Isolator,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
ADT7461A,Digital Thermometer,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
DS1631,Digital Thermometer,Maxim,Y,,,,,,,,,,,,,['SEL:H']
TSS902E,Viterbi Decoder,Atmel,Y,,,,,,,,,,,,,['SEL:H']
IDT72V36110,FIFO,Integrated Device Technology,Y,,,,,,,,,,,,,['SEL:H']
PSD4256G6V,Memory,ST Microelectronics,Y,,,,,,,,,,,,,['SEL:H']
AT25256AN,EEPROM,Atmel,Y,,,,,,,,,,,,,['SEL:H']
,256 Mbit Flash,StrataFlash,Y,,,,,,,,,,,,,['SEL:H']
K9F2G08UOM,Flash,Samsung,Y,,,,,,,,,,,,,['SEFI:H']
LTC2052,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC2052,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LMC6035,Operational Amplifier,National Semiconductor,Y,,,,,,,,,,,,,['SEL:H']
LMC6482,Operational Amplifier,National Semiconductor,Y,,,,,,,,,,,,,['SEL:H']
OP220,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
OP27,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
RH108AW,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,['SET:H']
TLC27M4,Operational Amplifier,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LMC6464,Operational Amplifier,National Semiconductor,Y,,,,,,,,,,,,,['SEL:H']
6N134,Optocoupler,Agilent Technologies,Y,,,,,,,,,,,,,['SET:H']
HCPL-6250,Optocoupler,Agilent Technologies,Y,,,,,,,,,,,,,['SET:H']
MT48LC16M16A,SDRAM,Micron,Y,,,,,,,,,,,,,['SEL:H']
AD790,Voltage Comparator,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
CMP401,Voltage Comparator,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
LM119,Voltage Comparator,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM139,Voltage Comparator,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM185,Voltage Reference,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM2941,Voltage Regulator,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
HS-117RH,Voltage Regulator,Intersil,Y,,,,,,,,,,,,,['SET:H']
LM117,Voltage Regulator,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM117HVH,Voltage Regulator,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM137,Voltage Regulator,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
RH1085,Voltage Regulator,Linear Technology,Y,,,,,,,,,,,,,['SET:H']
LTC3413,DC-DC Converter,Linear Technology,Y,,,,,,,,,,,,,['SET:H']
MSK5920-1.5RH,Voltage Regulator,MS Kennedy,Y,,,,,,,,,,,,,['SET:H']
MSK5920-2.5RH,Voltage Regulator,MS Kennedy,Y,,,,,,,,,,,,,['SET:H']
MT29F4G08AAA,4 Gbit Flash,Micron,Y,,Y,,,,,,,,,,,[]
,256 Mbit SDRAM,Samsung,Y,,,,,,,,,,,,,['SEFI:H']
,256 Mbit SDRAM,Toshiba,Y,,,,,,,,,,,,,['SEFI:H']
LTC1419,,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
55LBC174,,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
55LBC175,,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
CD54HCT4046,,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
HI-507,,Intersil,Y,,,,,,,,,,,,,['SEL:H']
ISL43110,,Intersil,Y,,,,,,,,,,,,,['SEL:H']
UT63M147,,Aeroflex,Y,,,,,,,,,,,,,['SEL:H']
54LVTH244,,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
ADuM1401,,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
HS-26CLV32RH,Differential Receiver,Intersil,Y,,,,,,,,,,,,,['SET:H']
HS-26CLV31RH,Differential Driver,Intersil,Y,,,,,,,,,,,,,['SET:H']
HS-26CT32RH,Differential Receiver,Intersil,Y,,,,,,,,,,,,,['SET:H']
HS-26CT32RH,Differential Driver,Intersil,Y,,,,,,,,,,,,,['SET:H']
55LBC175,Differential Receiver,Texas Instruments,Y,,,,,,,,,,,,,['SET:H']
55LBC174,Differential Driver,Texas Instruments,Y,,,,,,,,,,,,,['SET:H']
Test Structure,Gate Ocide 90nm,,Y,,Y,,,,,,,,,,,['SEGR:H']
NGCP3580,Analog Multiplexer,Northop Grumman,Y,,Y,,,,,,,,,,,[]
Test Structure,Phase Locked Loop,Aeroflex,Y,,,,,,,,,,,,,['SET:H']
XC5VLX50T,FPGA,Xilinx,Y,,,,,,Y,,,,,,,[]
XC3S200,FPGA,Xilinx,Y,,Y,,,,,,,,,,,"['SET:H', 'SEB:H']"
XQR4VSX55,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SET:H', 'SEB:H']"
XQR4VFX60,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SET:H', 'SEB:H']"
XQR4VFX140,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SET:H', 'SEB:H']"
,CYCLONE-HIF,,,,,,,,,,,Y,,,,[]
,ATLAS,,,,,,,,,,,Y,,,,[]
LM139AxRLQMLV,Voltage Comparator,National Semiconductor,Y,,,Y,,,,,,,,,,[]
LM193AxRLQMLV,Voltage Comparator,National Semiconductor,Y,,,Y,,,,,,,,,,[]
LM124AxRLQMLV,Operational Amplifier,National Semiconductor,Y,,,Y,,,,,,,,,,[]
PM108,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
PM139A,Voltage Comparator,Analog Devices,Y,,,Y,,,,,,,,,,[]
LM139,Voltage Comparator,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
LM139,Voltage Comparator,National Semiconductor,Y,,Y,Y,,,,,,,,,,[]
LM124A,Operational Amplifier,National Semiconductor,Y,,Y,Y,,,,,,,,,,[]
LM124A,Operational Amplifier,National Semiconductor,Y,,Y,Y,,,,,,,,,,[]
LM101A,Operational Amplifier,National Semiconductor,Y,,Y,Y,,,,,,,,,,[]
OP470A,Operational Amplifier,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
HCPL-268K,Optocoupler,Agilent Technologies,Y,,Y,Y,,,,,,,,,,[]
AD534,Analog Multiplexer,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
RH1009,Voltage Reference,Linear Technology,Y,,Y,Y,,,,,,,,,,[]
SG1825,Pulse Width Modulator,Microsemi,Y,,Y,Y,,,,,,,,,,[]
SG1846,Pulse Width Modulator,Microsemi,Y,,Y,Y,,,,,,,,,,[]
61055,Phottransistor,Micropac,Y,,Y,,,,,Y,,,,,,[]
MIC-1006-4,Phottransistor,Micropac,Y,,Y,,,,,Y,,,,,,[]
Standard,Dosimetry of Proton Beams,,,,,,,,,,,,Y,,,[]
388076-0001,ICE Controller,AMI,Y,,Y,,,,,,,,,,,[]
745ABT126D,Buffer,Philips,Y,,Y,,,,,,Y,,,,,[]
74AC175MTCX,Flip Flop,Fairchild,Y,,Y,,,,,,,,,,,[]
74AC74MTCX,Flip Flop,Fairchild,Y,,Y,,,,,,,,,,,[]
SN74AHC1G00DCKR,NAND,Texas Instruments,Y,,Y,,,,,,,,,,,[]
SN74AHC1G02DVBR,NOR,Texas Instruments,Y,,Y,,,,,,,,,,,[]
SN74AHC1G86DBVR,XOR,Texas Instruments,Y,,Y,,,,,,,,,,,[]
MPC603ERX133LL,Microprocessor,Freescale,Y,,Y,,,,,,,,,,,[]
AD603AR,Variable Gain Amplifier,Analog Devices,Y,,,,,,,,Y,,,,,[]
AD817AR,Operational Amplifier,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
AD820AR,Operational Amplifier,Analog Devices,,,,,,,,,,,,,,[]
AD823AR,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,[]
OP1177ARM,Operational Amplifier,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
OP297GS,Operational Amplifier,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
OPA655U,Operational Amplifier,Texas Instruments,Y,,,,,,,,Y,,,,,[]
LMC6482AIM,Operational Amplifier,National Semiconductor,Y,,Y,,,,,,Y,,,,,[]
MAX4200EUK-T,Buffer,Maxim,Y,,,,,,,,Y,,,,,[]
AD7249BR,12 bit DAC,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
AD7858BR,12 bit ADC,Analog Devices,Y,,Y,,,,,,,,,,,[]
ADS1211U,24 bit ADC,Texas Instruments,Y,,Y,,,,,,,,,,,[]
PCM1702U,24 bit DAC,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
ADG426BRS,Analog Multiplexer,Analog Devices,Y,,Y,,,,,,,,,,,[]
ALD4213SC,Analog Switch,Advanced Linear Devices,Y,,Y,,,,,,,,,,,[]
DG419DY,Analog Switch,Vishay,Y,,Y,,,,,,,,,,,[]
MAX4690EAE,Analog Switch,Maxim,Y,,Y,,,,,,,,,,,[]
MAX4821EAE,Relay Driver,Maxim,Y,,Y,,,,,,,,,,,[]
CAT24WC256KA,EEPROM,Catalyst,Y,,Y,,,,,,,,,,,[]
AT24C256W-10SI-2.7,EEPROM,Atmel,Y,,Y,,,,,,,,,,,[]
TE28F160S3-100,16 Mbit Flash,Intel,Y,,Y,,,,,,,,,,,[]
S29GL128N90TFIR2,128 Mbit Flash,Spansion,Y,,Y,,,,,,,,,,,[]
DN3525N8,Power MOSFET,Supertex,Y,,Y,,,,,,,,,,,[]
IRF3205S,Power MOSFET,International Rectifier,Y,,Y,,,,,,,,,,,[]
IRF7458,Power MOSFET,International Rectifier,Y,,Y,,,,,,,,,,,[]
IRFR9220TR,Power MOSFET,International Rectifier,Y,,Y,,,,,,,,,,,[]
IRL540NS,Power MOSFET,International Rectifier,Y,,Y,,,,,,,,,,,[]
IRLR024TR,Power MOSFET,International Rectifier,Y,,Y,,,,,,,,,,,[]
SI2301BDS-T1,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
SI2302DS,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
SI2320DS,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
SI4450DY,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
SI4559EYT1,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
SI4920DYT1,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
SI4963DYT1,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
TP0610T,Power MOSFET,Supertex,Y,,Y,,,,,,,,,,,[]
TP2510N8,Power MOSFET,Supertex,Y,,Y,,,,,,,,,,,[]
LT1121IST-5,Low Dropout Voltage Regulator,Linear Technology,Y,,Y,,,,,,Y,,,,,[]
LT1129IS8,Low Dropout Voltage Regulator,Linear Technology,Y,,,,,,,,Y,,,,,[]
LT1175IS8-5,Low Dropout Voltage Regulator,Linear Technology,Y,,,,,,,,Y,,,,,[]
REF01CS,Voltage Reference,Analog Devices,Y,,,,,,,,Y,,,,,[]
MAX505AEAG,24 bit DAC,Maxim,Y,,Y,,,,,,Y,,,,,[]
MAX909ESA,Voltage Comparator,Maxim,Y,,Y,,,,,,Y,,,,,[]
MAX973ESA,Voltage Comparator,Maxim,Y,,Y,,,,,,Y,,,,,[]
TL431AID,Voltage Reference,ST Microelectronics,Y,,,,,,,,Y,,,,,[]
UC2903DW,Power Supply Monitor,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
MOC213-M,Optocoupler,Fairchild,Y,,Y,,,,,,Y,,,,,[]
OMH3075,Hall Effect Sensor,Optek,Y,,Y,Y,,,,,Y,,,,,"['SET:H', 'SEL:H']"
4N55,Optocoupler,Avago,Y,,,Y,,,,,,,,,,[]
LM119,Voltage Comparator,National Semiconductor,Y,,Y,Y,,,,,,,,,,[]
LM158,Operational Amplifier,National Semiconductor,Y,,Y,Y,,,,,,,,,,[]
LM158A,Operational Amplifier,National Semiconductor,Y,,Y,Y,,,,,,,,,,[]
AD620,Instrumentation Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
AD580LH,Voltage Reference,Analog Devices,Y,,,Y,,,,,,,,,,[]
AD588TQ,Voltage Reference,Analog Devices,Y,,,Y,,,,,,,,,,[]
AD1671,12 bit DAC,Analog Devices,Y,,,Y,,,,,,,,,,[]
OM1850,Low Dropout Voltage Regulator,International Rectifier,Y,,,Y,,,,,,,,,,[]
EL7457,Quad CMOS Driver,Intersil,Y,,Y,,,,,,,,,,,[]
OP400,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
AD630,Balanced Modulator/Demodulator,Analog Devices,Y,,,Y,,,,,,,,,,[]
2N3019,NPN Transistor,Microsemi,Y,,,Y,,,,,,,,,,[]
PA07,Power Operational Amplifier,Apex,Y,,,,,,,,,,,,,['SEB:H']
REF02,Voltage Reference,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
IS-2981,8-Channel Source Driver,Intersil,Y,,,,,,,,,,,,,['SET:H']
EL7457,Quad CMOS Driver,Intersil,Y,,,,,,,,,,,,,['SEL:H']
MAX997,Voltage Comparator,Maxim,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
DG390,Analog Switch,Maxim,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
SG1845,Pulse Width Modulator,Microsemi,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
SG1846,Pulse Width Modulator,Microsemi,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
AD822,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
LM124,Operational Amplifier,National Semiconductor,Y,,,,,,,,,,,,,['SET:H']
LM139,Operational Amplifier,Texas Instruments,Y,,,,,,,,,,,,,['SET:H']
UC1708,Power MOSFET Driver,Texas Instruments,Y,,,,,,,,,,,,,['SET:H']
RH1086,Voltage Regulator,Linear Technology,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
RI1773,Power MOSFET Driver,International Rectifier,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
APT50M38PLL,Power MOSFET,Microsemi,Y,,,,,,,,,,,,,['SEGR:H']
IRH7250,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,['SEGR:H']
AFL12028,DC-DC Converter,International Rectifier,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
ADC14155W-MLS,14 bit ADC,National Semiconductor,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
MAX367,Oscillator,Circuit Protector,Y,,,,,,,,,,,,,['SET:H']
ISC9803 and QWIP,ROIC,Indigo and GSFC,Y,,,,,,,,,,,,,['SET:P']
AFL12028SX/CH,DC-DC Converter,International Rectifier,Y,,,Y,,,,,,,,,,[]
AD822,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
RM158,Operational Amplifier,National Semiconductor,Y,,,Y,,,,,,,,,,[]
ADG526A,Analog Multiplexer,Analog Devices,Y,,Y,,,,,,,,,,,[]
